[02-Feb-2009 18:44:54] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_thecompany.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 17:05:07] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdf5D-our-approach.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 17:05:22] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_ms_ourframework.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 17:05:37] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfconsulting.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 17:05:45] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_assessment.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 17:06:04] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_training.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 17:06:09] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_processexcellence_sigm.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 17:06:35] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfit-excellence.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 17:06:43] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_standardscompliance.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 19:38:06] PHP Warning:  fopen(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_citibank.png): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3717
[20-Apr-2009 20:08:16] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients-industry//libraries/tcpdfgm-cypress.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[21-Apr-2009 10:37:57] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients//libraries/tcpdfsg-hp.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[22-Apr-2009 08:19:36] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients-industry//libraries/tcpdfgs-fedex.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[23-Apr-2009 22:43:51] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_training.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[23-Apr-2009 23:26:57] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_standardscompliance.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[24-Apr-2009 10:15:01] PHP Fatal error:  Class mosmenubar:  Cannot inherit from undefined class jtoolbarhelper in /plugins/system/legacy/menubar.php on line 28
